pollster,state,party,hypothetical,end_date,duration,numeric_grade,pollscore,transparency_score,candidate_name,pct
Big Data Poll,Pennsylvania,REP,TRUE,2024-03-30,4,1.1,0.2,7,Donald Trump,45.4
Big Data Poll,Pennsylvania,IND,TRUE,2024-03-30,4,1.1,0.2,7,Robert F. Kennedy,8
Big Data Poll,Pennsylvania,DEM,TRUE,2024-03-30,4,1.1,0.2,7,Joe Biden,41.6
Big Data Poll,Pennsylvania,REP,TRUE,2024-03-30,4,1.1,0.2,7,Donald Trump,45.7
Big Data Poll,Pennsylvania,IND,TRUE,2024-03-30,4,1.1,0.2,7,Robert F. Kennedy,9.3
Big Data Poll,Pennsylvania,GRE,TRUE,2024-03-30,4,1.1,0.2,7,Jill Stein,3.3
Big Data Poll,Pennsylvania,DEM,TRUE,2024-03-30,4,1.1,0.2,7,Joe Biden,48.9
Big Data Poll,Pennsylvania,REP,TRUE,2024-03-30,4,1.1,0.2,7,Donald Trump,51.1
Spry Strategies,Michigan,DEM,TRUE,2024-03-28,3,1.5,0.2,4,Joe Biden,43.7
Spry Strategies,Michigan,REP,TRUE,2024-03-28,3,1.5,0.2,4,Donald Trump,48
Spry Strategies,Michigan,DEM,TRUE,2024-03-28,3,1.5,0.2,4,Joe Biden,39.8
Spry Strategies,Michigan,REP,TRUE,2024-03-28,3,1.5,0.2,4,Donald Trump,43
Spry Strategies,Michigan,IND,TRUE,2024-03-28,3,1.5,0.2,4,Robert F. Kennedy,8.8
J.L. Partners,National,DEM,TRUE,2024-03-24,4,1.6,0.2,6,Joe Biden,39
J.L. Partners,National,REP,TRUE,2024-03-24,4,1.6,0.2,6,Donald Trump,43
J.L. Partners,National,IND,TRUE,2024-03-24,4,1.6,0.2,6,Robert F. Kennedy,7
J.L. Partners,National,GRE,TRUE,2024-03-24,4,1.6,0.2,6,Jill Stein,1
J.L. Partners,National,IND,TRUE,2024-03-24,4,1.6,0.2,6,Cornel West,2
J.L. Partners,National,DEM,TRUE,2024-03-24,4,1.6,0.2,6,Joe Biden,43
J.L. Partners,National,REP,TRUE,2024-03-24,4,1.6,0.2,6,Donald Trump,46
J.L. Partners,National,DEM,TRUE,2024-03-24,4,1.6,0.2,6,Michelle Obama,44
J.L. Partners,National,REP,TRUE,2024-03-24,4,1.6,0.2,6,Donald Trump,47
Redfield & Wilton Strategies,Arizona,DEM,TRUE,2024-03-17,3,1.8,0.4,9,Joe Biden,41
Redfield & Wilton Strategies,Arizona,REP,TRUE,2024-03-17,3,1.8,0.4,9,Donald Trump,44
Redfield & Wilton Strategies,Arizona,IND,TRUE,2024-03-17,3,1.8,0.4,9,Robert F. Kennedy,7
Redfield & Wilton Strategies,Arizona,GRE,TRUE,2024-03-17,3,1.8,0.4,9,Jill Stein,0
Redfield & Wilton Strategies,Florida,DEM,TRUE,2024-03-17,3,1.8,0.4,9,Joe Biden,39
Redfield & Wilton Strategies,Florida,REP,TRUE,2024-03-17,3,1.8,0.4,9,Donald Trump,46
Redfield & Wilton Strategies,Florida,IND,TRUE,2024-03-17,3,1.8,0.4,9,Robert F. Kennedy,7
Redfield & Wilton Strategies,Florida,GRE,TRUE,2024-03-17,3,1.8,0.4,9,Jill Stein,0
Redfield & Wilton Strategies,Georgia,DEM,TRUE,2024-03-17,3,1.8,0.4,9,Joe Biden,41
Redfield & Wilton Strategies,Georgia,REP,TRUE,2024-03-17,3,1.8,0.4,9,Donald Trump,44
Redfield & Wilton Strategies,Georgia,IND,TRUE,2024-03-17,3,1.8,0.4,9,Robert F. Kennedy,6
Redfield & Wilton Strategies,Georgia,GRE,TRUE,2024-03-17,3,1.8,0.4,9,Jill Stein,0
Redfield & Wilton Strategies,Michigan,DEM,TRUE,2024-03-17,3,1.8,0.4,9,Joe Biden,39
Redfield & Wilton Strategies,Michigan,REP,TRUE,2024-03-17,3,1.8,0.4,9,Donald Trump,41
Redfield & Wilton Strategies,Michigan,IND,TRUE,2024-03-17,3,1.8,0.4,9,Robert F. Kennedy,6
Redfield & Wilton Strategies,Michigan,GRE,TRUE,2024-03-17,3,1.8,0.4,9,Jill Stein,0
Redfield & Wilton Strategies,North Carolina,DEM,TRUE,2024-03-17,3,1.8,0.4,9,Joe Biden,39
Redfield & Wilton Strategies,North Carolina,REP,TRUE,2024-03-17,3,1.8,0.4,9,Donald Trump,43
Redfield & Wilton Strategies,North Carolina,IND,TRUE,2024-03-17,3,1.8,0.4,9,Robert F. Kennedy,8
Redfield & Wilton Strategies,North Carolina,GRE,TRUE,2024-03-17,3,1.8,0.4,9,Jill Stein,1
Redfield & Wilton Strategies,Pennsylvania,DEM,TRUE,2024-03-17,3,1.8,0.4,9,Joe Biden,41
Redfield & Wilton Strategies,Pennsylvania,REP,TRUE,2024-03-17,3,1.8,0.4,9,Donald Trump,44
Redfield & Wilton Strategies,Pennsylvania,IND,TRUE,2024-03-17,3,1.8,0.4,9,Robert F. Kennedy,7
Redfield & Wilton Strategies,Pennsylvania,GRE,TRUE,2024-03-17,3,1.8,0.4,9,Jill Stein,1
Redfield & Wilton Strategies,National,DEM,TRUE,2024-03-15,0,1.8,0.4,9,Joe Biden,41
Redfield & Wilton Strategies,National,REP,TRUE,2024-03-15,0,1.8,0.4,9,Donald Trump,45
Redfield & Wilton Strategies,National,DEM,TRUE,2024-03-15,0,1.8,0.4,9,Joe Biden,40
Redfield & Wilton Strategies,National,REP,TRUE,2024-03-15,0,1.8,0.4,9,Donald Trump,44
Redfield & Wilton Strategies,National,IND,TRUE,2024-03-15,0,1.8,0.4,9,Robert F. Kennedy,7
McLaughlin,National,DEM,TRUE,2024-03-14,5,0.5,1.6,4,Joe Biden,43
McLaughlin,National,REP,TRUE,2024-03-14,5,0.5,1.6,4,Donald Trump,49
McLaughlin,National,DEM,FALSE,2024-03-14,5,0.5,1.6,4,Kamala Harris,41
McLaughlin,National,REP,FALSE,2024-03-14,5,0.5,1.6,4,Donald Trump,50
McLaughlin,National,DEM,TRUE,2024-03-14,5,0.5,1.6,4,Joe Biden,34
McLaughlin,National,REP,TRUE,2024-03-14,5,0.5,1.6,4,Donald Trump,38
McLaughlin,National,IND,TRUE,2024-03-14,5,0.5,1.6,4,Robert F. Kennedy,12
McLaughlin,National,IND,TRUE,2024-03-14,5,0.5,1.6,4,Cornel West,2
McLaughlin,National,IND,TRUE,2024-03-14,5,0.5,1.6,4,"Joe Manchin, III",2
McLaughlin,National,GRE,TRUE,2024-03-14,5,0.5,1.6,4,Jill Stein,2
Big Village,National,DEM,TRUE,2024-03-13,5,1.2,1.7,9,Joe Biden,32.8
Big Village,National,REP,TRUE,2024-03-13,5,1.2,1.7,9,Donald Trump,36.3
Big Village,National,IND,TRUE,2024-03-13,5,1.2,1.7,9,Robert F. Kennedy,9
Big Village,National,IND,TRUE,2024-03-13,5,1.2,1.7,9,Cornel West,1.8
Big Village,National,DEM,TRUE,2024-03-13,5,1.2,1.7,9,Joe Biden,36.8
Big Village,National,REP,TRUE,2024-03-13,5,1.2,1.7,9,Donald Trump,39.1
Big Village,National,IND,TRUE,2024-03-13,5,1.2,1.7,9,Robert F. Kennedy,8.6
Big Village,National,IND,TRUE,2024-03-13,5,1.2,1.7,9,Cornel West,2.1
Big Village,National,DEM,TRUE,2024-03-13,5,1.2,1.7,9,Joe Biden,39.5
Big Village,National,REP,TRUE,2024-03-13,5,1.2,1.7,9,Donald Trump,40.9
Big Village,National,IND,TRUE,2024-03-13,5,1.2,1.7,9,Robert F. Kennedy,8.5
Big Village,National,IND,TRUE,2024-03-13,5,1.2,1.7,9,Cornel West,1.8
Big Data Poll,Florida,DEM,TRUE,2024-03-11,3,1.1,0.2,7,Joe Biden,38
Big Data Poll,Florida,REP,TRUE,2024-03-11,3,1.1,0.2,7,Donald Trump,51.4
Big Data Poll,Florida,DEM,TRUE,2024-03-11,3,1.1,0.2,7,Joe Biden,38.7
Big Data Poll,Florida,REP,TRUE,2024-03-11,3,1.1,0.2,7,Donald Trump,51.8
Big Data Poll,Florida,DEM,TRUE,2024-03-11,3,1.1,0.2,7,Joe Biden,36.4
Big Data Poll,Florida,REP,TRUE,2024-03-11,3,1.1,0.2,7,Donald Trump,49.9
Big Data Poll,Florida,IND,TRUE,2024-03-11,3,1.1,0.2,7,Robert F. Kennedy,7
Big Data Poll,Florida,DEM,TRUE,2024-03-11,3,1.1,0.2,7,Joe Biden,37.2
Big Data Poll,Florida,REP,TRUE,2024-03-11,3,1.1,0.2,7,Donald Trump,50.6
Big Data Poll,Florida,IND,TRUE,2024-03-11,3,1.1,0.2,7,Robert F. Kennedy,6.5
Big Data Poll,Florida,DEM,TRUE,2024-03-11,3,1.1,0.2,7,Joe Biden,36.3
Big Data Poll,Florida,REP,TRUE,2024-03-11,3,1.1,0.2,7,Donald Trump,49.5
Big Data Poll,Florida,IND,TRUE,2024-03-11,3,1.1,0.2,7,Robert F. Kennedy,8.6
Big Data Poll,Florida,IND,TRUE,2024-03-11,3,1.1,0.2,7,Cornel West,2.2
Big Data Poll,Florida,LIB,TRUE,2024-03-11,3,1.1,0.2,7,Lars Mapstead,1.7
Big Data Poll,Florida,GRE,TRUE,2024-03-11,3,1.1,0.2,7,Jill Stein,1.7
Big Data Poll,Florida,DEM,TRUE,2024-03-11,3,1.1,0.2,7,Joe Biden,37.2
Big Data Poll,Florida,REP,TRUE,2024-03-11,3,1.1,0.2,7,Donald Trump,50
Big Data Poll,Florida,IND,TRUE,2024-03-11,3,1.1,0.2,7,Robert F. Kennedy,7.9
Big Data Poll,Florida,IND,TRUE,2024-03-11,3,1.1,0.2,7,Cornel West,2.2
Big Data Poll,Florida,LIB,TRUE,2024-03-11,3,1.1,0.2,7,Lars Mapstead,1.4
Big Data Poll,Florida,GRE,TRUE,2024-03-11,3,1.1,0.2,7,Jill Stein,1.4
Big Data Poll,Florida,DEM,TRUE,2024-03-11,3,1.1,0.2,7,Joe Biden,43.4
Big Data Poll,Florida,REP,TRUE,2024-03-11,3,1.1,0.2,7,Donald Trump,56.6
Big Data Poll,Florida,DEM,TRUE,2024-03-11,3,1.1,0.2,7,Joe Biden,43.7
Big Data Poll,Florida,REP,TRUE,2024-03-11,3,1.1,0.2,7,Donald Trump,56.3
Public Opinion Strategies,National,DEM,TRUE,2024-03-04,5,1.6,0.3,3,Joe Biden,42
Public Opinion Strategies,National,REP,TRUE,2024-03-04,5,1.6,0.3,3,Donald Trump,45
Redfield & Wilton Strategies,National,DEM,TRUE,2024-03-02,0,1.8,0.4,9,Joe Biden,39
Redfield & Wilton Strategies,National,REP,TRUE,2024-03-02,0,1.8,0.4,9,Donald Trump,43
Redfield & Wilton Strategies,National,IND,TRUE,2024-03-02,0,1.8,0.4,9,Robert F. Kennedy,9
GS Strategy Group,National,DEM,TRUE,2024-03-01,3,1.3,0.3,3,Joe Biden,45.3
GS Strategy Group,National,REP,TRUE,2024-03-01,3,1.3,0.3,3,Donald Trump,45.8
GS Strategy Group,National,DEM,TRUE,2024-03-01,3,1.3,0.3,3,Joe Biden,33
GS Strategy Group,National,REP,TRUE,2024-03-01,3,1.3,0.3,3,Donald Trump,35
GS Strategy Group,National,IND,TRUE,2024-03-01,3,1.3,0.3,3,Robert F. Kennedy,13
GS Strategy Group,National,IND,TRUE,2024-03-01,3,1.3,0.3,3,Nikki Haley,9
University of Texas at Tyler,Texas,DEM,TRUE,2024-02-26,8,1.8,0.1,8.5,Joe Biden,42
University of Texas at Tyler,Texas,REP,TRUE,2024-02-26,8,1.8,0.1,8.5,Donald Trump,46
University of Texas at Tyler,Texas,DEM,TRUE,2024-02-26,8,1.8,0.1,8.5,Joe Biden,37
University of Texas at Tyler,Texas,REP,TRUE,2024-02-26,8,1.8,0.1,8.5,Donald Trump,41
University of Texas at Tyler,Texas,IND,TRUE,2024-02-26,8,1.8,0.1,8.5,Robert F. Kennedy,13
University of Texas at Tyler,Texas,IND,TRUE,2024-02-26,8,1.8,0.1,8.5,Cornel West,6
University of Texas at Tyler,Texas,GRE,TRUE,2024-02-26,8,1.8,0.1,8.5,Jill Stein,3
University of Texas at Tyler,Texas,DEM,TRUE,2024-02-26,8,1.8,0.1,8.5,Joe Biden,36
University of Texas at Tyler,Texas,REP,TRUE,2024-02-26,8,1.8,0.1,8.5,Nikki Haley,42
University of Texas at Tyler,Texas,DEM,TRUE,2024-02-26,8,1.8,0.1,8.5,Joe Biden,36
University of Texas at Tyler,Texas,REP,TRUE,2024-02-26,8,1.8,0.1,8.5,Nikki Haley,33
University of Texas at Tyler,Texas,IND,TRUE,2024-02-26,8,1.8,0.1,8.5,Robert F. Kennedy,20
University of Texas at Tyler,Texas,IND,TRUE,2024-02-26,8,1.8,0.1,8.5,Cornel West,7
University of Texas at Tyler,Texas,GRE,TRUE,2024-02-26,8,1.8,0.1,8.5,Jill Stein,3
Big Data Poll,National,DEM,TRUE,2024-02-14,2,1.1,0.2,7,Joe Biden,46.3
Big Data Poll,National,REP,TRUE,2024-02-14,2,1.1,0.2,7,Donald Trump,53.7
Big Data Poll,National,DEM,TRUE,2024-02-14,2,1.1,0.2,7,Joe Biden,46.4
Big Data Poll,National,REP,TRUE,2024-02-14,2,1.1,0.2,7,Donald Trump,53.6
Big Data Poll,National,DEM,TRUE,2024-02-14,2,1.1,0.2,7,Joe Biden,39.6
Big Data Poll,National,REP,TRUE,2024-02-14,2,1.1,0.2,7,Donald Trump,46.7
Big Data Poll,National,DEM,TRUE,2024-02-14,2,1.1,0.2,7,Joe Biden,40.6
Big Data Poll,National,REP,TRUE,2024-02-14,2,1.1,0.2,7,Donald Trump,48
Big Data Poll,National,DEM,TRUE,2024-02-14,2,1.1,0.2,7,Joe Biden,37.4
Big Data Poll,National,REP,TRUE,2024-02-14,2,1.1,0.2,7,Donald Trump,44.3
Big Data Poll,National,IND,TRUE,2024-02-14,2,1.1,0.2,7,Robert F. Kennedy,9.7
Big Data Poll,National,DEM,TRUE,2024-02-14,2,1.1,0.2,7,Joe Biden,38.4
Big Data Poll,National,REP,TRUE,2024-02-14,2,1.1,0.2,7,Donald Trump,45.3
Big Data Poll,National,IND,TRUE,2024-02-14,2,1.1,0.2,7,Robert F. Kennedy,9.3
Big Data Poll,National,DEM,TRUE,2024-02-14,2,1.1,0.2,7,Joe Biden,36.9
Big Data Poll,National,REP,TRUE,2024-02-14,2,1.1,0.2,7,Donald Trump,45.1
Big Data Poll,National,IND,TRUE,2024-02-14,2,1.1,0.2,7,Robert F. Kennedy,11.7
Big Data Poll,National,LIB,TRUE,2024-02-14,2,1.1,0.2,7,Lars Mapstead,2.4
Big Data Poll,National,IND,TRUE,2024-02-14,2,1.1,0.2,7,Cornel West,1.6
Big Data Poll,National,GRE,TRUE,2024-02-14,2,1.1,0.2,7,Jill Stein,2.3
Big Data Poll,National,DEM,TRUE,2024-02-14,2,1.1,0.2,7,Joe Biden,37.9
Big Data Poll,National,REP,TRUE,2024-02-14,2,1.1,0.2,7,Donald Trump,46
Big Data Poll,National,IND,TRUE,2024-02-14,2,1.1,0.2,7,Robert F. Kennedy,10.9
Big Data Poll,National,LIB,TRUE,2024-02-14,2,1.1,0.2,7,Lars Mapstead,2.1
Big Data Poll,National,IND,TRUE,2024-02-14,2,1.1,0.2,7,Cornel West,1.4
Big Data Poll,National,GRE,TRUE,2024-02-14,2,1.1,0.2,7,Jill Stein,1.7
Patriot Polling,National,DEM,TRUE,2024-02-10,0,1.1,0.6,5,Joe Biden,45.8
Patriot Polling,National,REP,TRUE,2024-02-10,0,1.1,0.6,5,Donald Trump,47.5
Redfield & Wilton Strategies,National,DEM,TRUE,2024-02-10,0,1.8,0.4,9,Joe Biden,41
Redfield & Wilton Strategies,National,REP,TRUE,2024-02-10,0,1.8,0.4,9,Donald Trump,42
Redfield & Wilton Strategies,National,IND,TRUE,2024-02-10,0,1.8,0.4,9,Robert F. Kennedy,8
Change Research,National,DEM,TRUE,2024-02-08,2,1.4,0.6,5,Joe Biden,40
Change Research,National,REP,TRUE,2024-02-08,2,1.4,0.6,5,Donald Trump,47
Change Research,National,DEM,TRUE,2024-02-08,2,1.4,0.6,5,Joe Biden,33
Change Research,National,REP,TRUE,2024-02-08,2,1.4,0.6,5,Donald Trump,41
Redfield & Wilton Strategies,Texas,DEM,TRUE,2024-02-03,2,1.8,0.4,9,Joe Biden,35
Redfield & Wilton Strategies,Texas,REP,TRUE,2024-02-03,2,1.8,0.4,9,Donald Trump,44
Redfield & Wilton Strategies,Texas,IND,TRUE,2024-02-03,2,1.8,0.4,9,Robert F. Kennedy,6
Redfield & Wilton Strategies,Texas,IND,TRUE,2024-02-03,2,1.8,0.4,9,Cornel West,1
Redfield & Wilton Strategies,Texas,GRE,TRUE,2024-02-03,2,1.8,0.4,9,Jill Stein,1
Redfield & Wilton Strategies,Texas,DEM,TRUE,2024-02-03,2,1.8,0.4,9,Joe Biden,32
Redfield & Wilton Strategies,Texas,REP,TRUE,2024-02-03,2,1.8,0.4,9,Nikki Haley,30
Redfield & Wilton Strategies,Texas,IND,TRUE,2024-02-03,2,1.8,0.4,9,Robert F. Kennedy,14
Redfield & Wilton Strategies,Texas,IND,TRUE,2024-02-03,2,1.8,0.4,9,Cornel West,0
Redfield & Wilton Strategies,Texas,GRE,TRUE,2024-02-03,2,1.8,0.4,9,Jill Stein,0
Gonzales Research & Media Services,Maryland,DEM,TRUE,2024-02-02,10,1.2,0.4,5,Joe Biden,53
Gonzales Research & Media Services,Maryland,REP,TRUE,2024-02-02,10,1.2,0.4,5,Donald Trump,32
Gonzales Research & Media Services,Maryland,DEM,TRUE,2024-02-02,10,1.2,0.4,5,Joe Biden,50
Gonzales Research & Media Services,Maryland,REP,TRUE,2024-02-02,10,1.2,0.4,5,Nikki Haley,36
Gonzales Research & Media Services,Maryland,DEM,TRUE,2024-02-02,10,1.2,0.4,5,Joe Biden,45
Gonzales Research & Media Services,Maryland,REP,TRUE,2024-02-02,10,1.2,0.4,5,Donald Trump,28
Gonzales Research & Media Services,Maryland,IND,TRUE,2024-02-02,10,1.2,0.4,5,Robert F. Kennedy,18
Meredith College,North Carolina,DEM,TRUE,2024-01-31,5,1.6,0.3,8,Joe Biden,39
Meredith College,North Carolina,REP,TRUE,2024-01-31,5,1.6,0.3,8,Donald Trump,44
McLaughlin,National,DEM,TRUE,2024-01-31,6,0.5,1.6,4,Joe Biden,43
McLaughlin,National,REP,TRUE,2024-01-31,6,0.5,1.6,4,Donald Trump,47
McLaughlin,National,DEM,FALSE,2024-01-31,6,0.5,1.6,4,Kamala Harris,42
McLaughlin,National,REP,FALSE,2024-01-31,6,0.5,1.6,4,Donald Trump,50
McLaughlin,National,DEM,TRUE,2024-01-31,6,0.5,1.6,4,Joe Biden,34
McLaughlin,National,REP,TRUE,2024-01-31,6,0.5,1.6,4,Donald Trump,39
McLaughlin,National,IND,TRUE,2024-01-31,6,0.5,1.6,4,Robert F. Kennedy,9
McLaughlin,National,IND,TRUE,2024-01-31,6,0.5,1.6,4,Cornel West,2
McLaughlin,National,IND,TRUE,2024-01-31,6,0.5,1.6,4,"Joe Manchin, III",2
McLaughlin,National,GRE,TRUE,2024-01-31,6,0.5,1.6,4,Jill Stein,2
Big Village,National,DEM,TRUE,2024-01-28,2,1.2,1.7,9,Joe Biden,33.7
Big Village,National,REP,TRUE,2024-01-28,2,1.2,1.7,9,Donald Trump,36.3
Big Village,National,IND,TRUE,2024-01-28,2,1.2,1.7,9,Robert F. Kennedy,9.8
Big Village,National,IND,TRUE,2024-01-28,2,1.2,1.7,9,Cornel West,1
Big Village,National,DEM,TRUE,2024-01-28,2,1.2,1.7,9,Joe Biden,38.1
Big Village,National,REP,TRUE,2024-01-28,2,1.2,1.7,9,Donald Trump,37.6
Big Village,National,IND,TRUE,2024-01-28,2,1.2,1.7,9,Robert F. Kennedy,10.4
Big Village,National,IND,TRUE,2024-01-28,2,1.2,1.7,9,Cornel West,1.3
Big Village,National,DEM,TRUE,2024-01-28,2,1.2,1.7,9,Joe Biden,41.5
Big Village,National,REP,TRUE,2024-01-28,2,1.2,1.7,9,Donald Trump,38.8
Big Village,National,IND,TRUE,2024-01-28,2,1.2,1.7,9,Robert F. Kennedy,10
Big Village,National,IND,TRUE,2024-01-28,2,1.2,1.7,9,Cornel West,0.8
Redfield & Wilton Strategies,National,DEM,TRUE,2024-01-18,0,1.8,0.4,9,Joe Biden,41
Redfield & Wilton Strategies,National,REP,TRUE,2024-01-18,0,1.8,0.4,9,Donald Trump,42
Target Insyght,Michigan,DEM,TRUE,2024-01-10,6,1,0.3,1,Joe Biden,45
Target Insyght,Michigan,REP,TRUE,2024-01-10,6,1,0.3,1,Donald Trump,41
Redfield & Wilton Strategies,Arizona,DEM,TRUE,2023-12-30,2,1.8,0.4,9,Joe Biden,35
Redfield & Wilton Strategies,Arizona,REP,TRUE,2023-12-30,2,1.8,0.4,9,Donald Trump,41
Redfield & Wilton Strategies,Arizona,IND,TRUE,2023-12-30,2,1.8,0.4,9,Robert F. Kennedy,10
Redfield & Wilton Strategies,Florida,DEM,TRUE,2023-12-30,2,1.8,0.4,9,Joe Biden,34
Redfield & Wilton Strategies,Florida,REP,TRUE,2023-12-30,2,1.8,0.4,9,Donald Trump,45
Redfield & Wilton Strategies,Florida,IND,TRUE,2023-12-30,2,1.8,0.4,9,Robert F. Kennedy,9
Redfield & Wilton Strategies,Georgia,DEM,TRUE,2023-12-30,2,1.8,0.4,9,Joe Biden,34
Redfield & Wilton Strategies,Georgia,REP,TRUE,2023-12-30,2,1.8,0.4,9,Donald Trump,42
Redfield & Wilton Strategies,Georgia,IND,TRUE,2023-12-30,2,1.8,0.4,9,Robert F. Kennedy,8
Redfield & Wilton Strategies,Michigan,DEM,TRUE,2023-12-30,2,1.8,0.4,9,Joe Biden,37
Redfield & Wilton Strategies,Michigan,REP,TRUE,2023-12-30,2,1.8,0.4,9,Donald Trump,39
Redfield & Wilton Strategies,Michigan,IND,TRUE,2023-12-30,2,1.8,0.4,9,Robert F. Kennedy,9
Redfield & Wilton Strategies,North Carolina,DEM,TRUE,2023-12-30,2,1.8,0.4,9,Joe Biden,33
Redfield & Wilton Strategies,North Carolina,REP,TRUE,2023-12-30,2,1.8,0.4,9,Donald Trump,37
Redfield & Wilton Strategies,North Carolina,IND,TRUE,2023-12-30,2,1.8,0.4,9,Robert F. Kennedy,11
Redfield & Wilton Strategies,Pennsylvania,DEM,TRUE,2023-12-30,2,1.8,0.4,9,Joe Biden,39
Redfield & Wilton Strategies,Pennsylvania,REP,TRUE,2023-12-30,2,1.8,0.4,9,Donald Trump,40
Redfield & Wilton Strategies,Pennsylvania,IND,TRUE,2023-12-30,2,1.8,0.4,9,Robert F. Kennedy,6
Targoz Market Research,Tennessee,DEM,TRUE,2023-12-28,14,1.8,0.1,7,Joe Biden,30
Targoz Market Research,Tennessee,REP,TRUE,2023-12-28,14,1.8,0.1,7,Donald Trump,61
Targoz Market Research,Tennessee,DEM,TRUE,2023-12-28,14,1.8,0.1,7,Joe Biden,31
Targoz Market Research,Tennessee,REP,TRUE,2023-12-28,14,1.8,0.1,7,Donald Trump,63
Targoz Market Research,Tennessee,DEM,TRUE,2023-12-28,14,1.8,0.1,7,Joe Biden,23
Targoz Market Research,Tennessee,REP,TRUE,2023-12-28,14,1.8,0.1,7,Donald Trump,48
Targoz Market Research,Tennessee,IND,TRUE,2023-12-28,14,1.8,0.1,7,Robert F. Kennedy,17
Targoz Market Research,Tennessee,DEM,TRUE,2023-12-28,14,1.8,0.1,7,Joe Biden,25
Targoz Market Research,Tennessee,REP,TRUE,2023-12-28,14,1.8,0.1,7,Donald Trump,51
Targoz Market Research,Tennessee,IND,TRUE,2023-12-28,14,1.8,0.1,7,Robert F. Kennedy,16
J.L. Partners,National,DEM,TRUE,2023-12-20,5,1.6,0.2,6,Joe Biden,36
J.L. Partners,National,REP,TRUE,2023-12-20,5,1.6,0.2,6,Donald Trump,40
J.L. Partners,National,IND,TRUE,2023-12-20,5,1.6,0.2,6,Robert F. Kennedy,4
J.L. Partners,National,IND,TRUE,2023-12-20,5,1.6,0.2,6,Cornel West,1
J.L. Partners,National,GRE,TRUE,2023-12-20,5,1.6,0.2,6,Jill Stein,0
J.L. Partners,National,DEM,TRUE,2023-12-20,5,1.6,0.2,6,Joe Biden,35
J.L. Partners,National,REP,TRUE,2023-12-20,5,1.6,0.2,6,Nikki Haley,40
J.L. Partners,National,DEM,TRUE,2023-12-20,5,1.6,0.2,6,Joe Biden,43
J.L. Partners,National,REP,TRUE,2023-12-20,5,1.6,0.2,6,Ron DeSantis,41
J.L. Partners,National,DEM,TRUE,2023-12-20,5,1.6,0.2,6,Joe Biden,43
J.L. Partners,National,REP,TRUE,2023-12-20,5,1.6,0.2,6,Donald Trump,46
McLaughlin,National,DEM,TRUE,2023-12-19,6,0.5,1.6,4,Joe Biden,44
McLaughlin,National,REP,TRUE,2023-12-19,6,0.5,1.6,4,Donald Trump,47
McLaughlin,National,DEM,FALSE,2023-12-19,6,0.5,1.6,4,Kamala Harris,42
McLaughlin,National,REP,FALSE,2023-12-19,6,0.5,1.6,4,Donald Trump,49
McLaughlin,National,DEM,TRUE,2023-12-19,6,0.5,1.6,4,Joe Biden,34
McLaughlin,National,REP,TRUE,2023-12-19,6,0.5,1.6,4,Donald Trump,36
McLaughlin,National,IND,TRUE,2023-12-19,6,0.5,1.6,4,Robert F. Kennedy,10
McLaughlin,National,IND,TRUE,2023-12-19,6,0.5,1.6,4,Cornel West,2
McLaughlin,National,IND,TRUE,2023-12-19,6,0.5,1.6,4,"Joe Manchin, III",3
McLaughlin,National,GRE,TRUE,2023-12-19,6,0.5,1.6,4,Jill Stein,2
Big Data Poll,National,DEM,TRUE,2023-12-18,2,1.1,0.2,7,Joe Biden,48.7
Big Data Poll,National,REP,TRUE,2023-12-18,2,1.1,0.2,7,Donald Trump,51.3
Big Data Poll,National,DEM,TRUE,2023-12-18,2,1.1,0.2,7,Joe Biden,49.3
Big Data Poll,National,REP,TRUE,2023-12-18,2,1.1,0.2,7,Donald Trump,50.7
Big Data Poll,National,DEM,TRUE,2023-12-18,2,1.1,0.2,7,Joe Biden,41.4
Big Data Poll,National,REP,TRUE,2023-12-18,2,1.1,0.2,7,Donald Trump,44.9
Big Data Poll,National,DEM,TRUE,2023-12-18,2,1.1,0.2,7,Joe Biden,43.4
Big Data Poll,National,REP,TRUE,2023-12-18,2,1.1,0.2,7,Donald Trump,45.4
Big Data Poll,National,DEM,TRUE,2023-12-18,2,1.1,0.2,7,Joe Biden,39
Big Data Poll,National,REP,TRUE,2023-12-18,2,1.1,0.2,7,Donald Trump,42.7
Big Data Poll,National,IND,TRUE,2023-12-18,2,1.1,0.2,7,Robert F. Kennedy,9.1
Big Data Poll,National,DEM,TRUE,2023-12-18,2,1.1,0.2,7,Joe Biden,40.7
Big Data Poll,National,REP,TRUE,2023-12-18,2,1.1,0.2,7,Donald Trump,43.4
Big Data Poll,National,IND,TRUE,2023-12-18,2,1.1,0.2,7,Robert F. Kennedy,8.7
Big Data Poll,National,DEM,TRUE,2023-12-18,2,1.1,0.2,7,Joe Biden,38
Big Data Poll,National,REP,TRUE,2023-12-18,2,1.1,0.2,7,Donald Trump,43.6
Big Data Poll,National,IND,TRUE,2023-12-18,2,1.1,0.2,7,Robert F. Kennedy,11.5
Big Data Poll,National,LIB,TRUE,2023-12-18,2,1.1,0.2,7,Lars Mapstead,3.1
Big Data Poll,National,IND,TRUE,2023-12-18,2,1.1,0.2,7,Cornel West,2.5
Big Data Poll,National,GRE,TRUE,2023-12-18,2,1.1,0.2,7,Jill Stein,1.3
Big Data Poll,National,DEM,TRUE,2023-12-18,2,1.1,0.2,7,Joe Biden,39.4
Big Data Poll,National,REP,TRUE,2023-12-18,2,1.1,0.2,7,Donald Trump,44.3
